sample_index,split,reference,sampling_rate,audio_num_samples,audio_duration_sec,whisper_tiny_output,whisper_tiny_latency_sec,whisper_tiny_wer,whisper_base_output,whisper_base_latency_sec,whisper_base_wer,whisper_small_output,whisper_small_latency_sec,whisper_small_wer,whisper_medium_output,whisper_medium_latency_sec,whisper_medium_wer,whisper_large_v3_output,whisper_large_v3_latency_sec,whisper_large_v3_wer,whisper_large_v3t_output,whisper_large_v3t_latency_sec,whisper_large_v3t_wer,gemma3n_e2b_output,gemma3n_e2b_latency_sec,gemma3n_e2b_wer,gemma3n_e4b_output,gemma3n_e4b_latency_sec,gemma3n_e4b_wer,vosk_small_en_us_output,vosk_small_en_us_latency_sec,vosk_small_en_us_wer,vosk_model_en_us_output,vosk_model_en_us_latency_sec,vosk_model_en_us_wer
1065,test.clean,VAST IMPORTANCE AND INFLUENCE OF THIS MENTAL FURNISHING,16000,73920,4.62,vast importance and influence of this mental furnishing.,0.11169523280113935,0.0,vast importance and influence of this mental furnishing,0.14505956135690212,0.0,vast importance and influence of this mental furnishing.,0.18772124126553535,0.0,Vast importance and influence of this mental furnishing.,0.28304802533239126,0.0,Vast importance and influence of this mental furnishing,0.34015571884810925,0.0,Vast importance and influence of this mental furnishing,0.18596971035003662,0.0,vast importance and influence of this mental furnishing.,1.810543755069375,0.0,vast importance and influence of this mental furnishing.,1.9938602009788156,0.0,vast importance and influence of this mental furnishing,1.4942209087312222,0.0,vast importance and influence of this mental furnishing,1.337105255573988,0.0
1066,test.clean,OH I KNOW THAT'S LORNE BRANDON,16000,48960,3.06,"Oh, I know, that's Lauren Brandon.",0.12347674928605556,0.16666666666666666,"Oh, I know, that's Lorne Brandon.",0.14718614146113396,0.0,"Oh, I know. That's Lorne Brandon.",0.17636970710009336,0.0,"Oh, I know. That's Lorne Brandon.",0.27247953601181507,0.0,"Oh, I know. That's Lorne Brandon.",0.35141733568161726,0.0,oh i know that's lorne brandon,0.18695995304733515,0.0,"Oh, I know. That's Lauren Brandon.",2.1179206017404795,0.16666666666666666,"Oh, I know. That's Lauren Brandon.",2.357671832665801,0.16666666666666666,oh i know that's lorne brandon,1.1716893529519439,0.0,oh i know that's lorne brandon,1.187278263270855,0.0
1067,test.clean,IT WAS MYSELF I WAS DEFYING HILDA,16000,43520,2.72,It was myself I was defying Hilda.,0.11957343108952045,0.0,It was myself I was defying Hilda.,0.13048333954066038,0.0,"It was myself I was defying, Hilda.",0.14852325897663832,0.0,"It was myself I was defying, Hilda.",0.25386027805507183,0.0,"It was myself I was defying, Hilda.",0.36407651100307703,0.0,"It was myself I was defying, Hilda.",0.18721535708755255,0.0,It was myself I was defying Hilda.,1.6214640708640218,0.0,It was myself I was defying Hilda.,1.7946857130154967,0.0,it was myself i was defying hilda,1.2013301402330399,0.0,it was myself i was defying hilda,0.9036141782999039,0.0
1068,test.clean,OTHER SUBTLETIES OCCUR INSIDE EACH EPISODE THE TEXTURES SPARKLING WITH WIT INFORMATION AND INSIGHT,16000,123200,7.7,"Other subtleties occur inside each episode, the textures sparkling with wit, information, and insight.",0.1522978637367487,0.0,"Other subtleties occur inside each episode, the textures sparkling with wit, information, and insight.",0.1823008991777897,0.0,"Other subtleties occur inside each episode, the textures sparkling with wit, information, and insight.",0.2378666875883937,0.0,"Other subtleties occur inside each episode, the textures sparkling with wit, information, and insight.",0.4429550711065531,0.0,other subtleties occur inside each episode the textures sparkling with wit information and insight,0.46632301341742277,0.0,"Other subtleties occur inside each episode, the textures sparkling with wit, information, and insight.",0.24539134744554758,0.0,"Other subtleties occur inside each episode: the textures sparkling with wit, information, and insight.",3.257268387824297,0.0,"Other subtleties occur inside each episode, the textures sparkling with wit, information, and insight.",3.6908135432749987,0.0,other subtleties occur inside each episode the textures sparkling with wit information and insight,1.9408754464238882,0.0,other subtleties occur inside each episode the textures sparkling with wit information and insight,2.127405557781458,0.0
1069,test.clean,AT THE EMERALD CITY WHERE OUR PRINCESS OZMA LIVES GREEN IS THE POPULAR COLOR,16000,77200,4.825,At the Emerald City where our princess Oz Malibbs green is the popular color.,0.1430827509611845,0.14285714285714285,"at the Emerald City where our Princess Osmo lives, green is the popular color.",0.16144278831779957,0.07142857142857142,"At the Emerald City, where our Princess Ozma lives, green is the popular color.",0.2610561475157738,0.0,"At the Emerald City, where our Princess Osma lives, green is the popular color.",0.42342707235366106,0.07142857142857142,at the emerald city where our princess ozma lives green is the popular color,0.4615435106679797,0.0,at the emerald city where our princess ozma lives green is the popular color,0.21626561786979437,0.0,"at the Emerald City where our princess Ozma lives, green is the popular color.",3.1331842551007867,0.0,"At the Emerald City where our princess Ozma lives, green is the popular color.",3.504723934456706,0.0,at the emerald city where our prince has asthma lives green is the popular color,1.6478472715243697,0.21428571428571427,at the emerald city where our princess ozma lives green is the popular color,1.8713712859898806,0.0
1070,test.clean,LOOK AT THAT HE HELD OUT HIS HAND,16000,45760,2.86,Look at that! He held out his hand.,0.1126274773851037,0.0,Look at that! He held out his hand.,0.13192750234156847,0.0,Look at that! He held out his hand.,0.2261763084679842,0.0,Look at that! He held out his hand.,0.34874231927096844,0.0,"""'Look at that!' He held out his hand.",0.4050283804535866,0.25,"""'Look at that!' He held out his hand.",0.21729304268956184,0.25,Look at that. He held out his hand.,1.9374537961557508,0.0,Look at that. He held out his hand.,2.184923199005425,0.0,look at that he held out his hand,1.0692475652322173,0.0,look at that he held out his hand,0.9655848611146212,0.0
1071,test.clean,IT WILL BE CLEAR TO YOU FROM WHAT I HAVE SAID THAT ONLY YOU COULD HAVE LET THIS YOUNG MAN OUT SINCE YOU WERE LEFT IN THE ROOM AND MUST HAVE LOCKED THE DOOR WHEN YOU WENT OUT,16000,148240,9.265,It would be clear to you from what I have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out.,0.19781144428998232,0.02631578947368421,"It will be clear to you from what I have said, that only you could have let this young man out since you were left in the room and must have locked the door when you went out.",0.26437519304454327,0.0,"It would be clear to you, from what I have said, that only you could have let this young man out, since you were left in the room, and must have locked the door when you went out.",0.39074750430881977,0.02631578947368421,"It will be clear to you, from what I have said, that only you could have let this young man out since you were left in the room, and must have locked the door when you went out.",0.6734752301126719,0.0,it will be clear to you from what i have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out,0.9099687356501818,0.0,it will be clear to you from what i have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out,0.32250613532960415,0.0,"It would be clear to you from what I have said that only you could have let this young man out, since you were left in the room, and must have locked the door when you went out.",7.068896599113941,0.02631578947368421,"It would be clear to you from what I have said that only you could have let this young man out, since you were left in the room, and must have locked the door when you went out.",7.962606725282967,0.02631578947368421,it will be clear to you from what i have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out,2.3550870595499873,0.0,it will be clear to you from what i have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out,3.526981981471181,0.0
1072,test.clean,TO DAY I SHOUTED,16000,36160,2.26,"Today, I shouted",0.09537780843675137,0.5,Today I shouted,0.09452836960554123,0.5,"Today, I shouted?",0.11683631129562855,0.5,Today? I shouted?,0.1981915384531021,0.5,"Today, I shouted.",0.27065953705459833,0.5,"Today, I shouted.",0.1749810790643096,0.5,"Today, I shouted, """,1.2827418064698577,0.5,"Today, I shouted, """,1.400351987220347,0.5,today i shouted,0.9950243970379233,0.5,today i shouted,0.6593300988897681,0.5
1073,test.clean,I'M AFRAID I DON'T KNOW MUCH ABOUT THE LAND OF OZ,16000,46160,2.885,I'm afraid I don't know much about the land of ours.,0.10333811771124601,0.09090909090909091,I'm afraid I don't know much about the Land of Oz.,0.12342599406838417,0.0,I'm afraid I don't know much about the land of us.,0.16047423984855413,0.09090909090909091,I'm afraid I don't know much about the land of Oz.,0.27918187994509935,0.0,I'm afraid I don't know much about the land of Oz.,0.3810055637732148,0.0,I'm afraid I don't know much about the land of Oz.,0.18968220986425877,0.0,I'm afraid I don't know much about the land of us.,2.936550820246339,0.09090909090909091,I'm afraid I don't know much about the land of Azar.,3.4772826340049505,0.09090909090909091,i'm afraid i don't know much about the land of oz,1.2461416581645608,0.0,i'm afraid i don't know much about the land of oz,1.1093575237318873,0.0
1074,test.clean,IN THE NATURE OF THINGS LUXURIES AND THE COMFORTS OF LIFE BELONG TO THE LEISURE CLASS,16000,85280,5.33,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",0.14875202625989914,0.0,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",0.16622423380613327,0.0,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",0.23749956488609314,0.0,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",0.380847429856658,0.0,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",0.4677190035581589,0.0,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",0.2349977446720004,0.0,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",3.2795880222693086,0.0,"In the nature of things, luxuries and the comforts of life belong to the leisure class.",3.678073223680258,0.0,in the nature of things luxuries and the comforts of life belonged to the leisure class,1.5594035619869828,0.0625,in the nature of things luxuries and the comforts of life belonged to the leisure class,1.871022267267108,0.0625
